id,name,description
L2763295,Caminos Rurales Carlos Spegazzini," country: AR, region: AR-B (Caminos Rurales Carlos Spegazzini)"
L16593097,Caminos Rurales San Vicente," country: AR, region: AR-B (Caminos Rurales San Vicente)"
L7438401,Caminos rurales al sur de la Avenida Argentina," country: AR, region: AR-S (Caminos rurales al sur de la Avenida Argentina)"
L11407365,Mirador de la Divina Misericordia," country: AR, region: AR-A (Campamento Vespucio)"
L9196790,Parque Temático," country: AR, region: AR-A (Campamento Vespucio)"
L14935323,Camping Agua Negra," country: AR, region: AR-J (Camping Agua Negra)"
L4917948,Camping Arroyo Verde (Aldea Protestante)," country: AR, region: AR-E (Camping Arroyo Verde (Aldea Protestante))"
L8987262,Camping Balneario Fighiera," country: AR, region: AR-S (Camping Balneario Fighiera)"
L10525483,Camping Corral De Pirca," country: AR, region: AR-X (Camping Corral De Pirca)"
L10304276,Camping El Angosto," country: AR, region: AR-A (Camping El Angosto)"
L3264110,Camping El Cielo," country: AR, region: AR-B (Camping El Cielo)"
L4578831,Camping El Durazno," country: AR, region: AR-X (Camping El Durazno)"
L12720152,Camping El Moja," country: AR, region: AR-S (Camping El Moja)"
L19769173,Camping El Tunal," country: AR, region: AR-A (Camping El Tunal)"
L17095722,Camping El Viejo Molino," country: AR, region: AR-E (Camping El Viejo Molino)"
L20936837,Camping Grunwald," country: AR, region: AR-E (Camping Grunwald)"
L18237421,Camping La Tortuga Alegre," country: AR, region: AR-E (Camping La Tortuga Alegre)"
L17490777,Camping Los Rápidos," country: AR, region: AR-R (Camping Los Rápidos)"
L21033953,Camping Los Sanavirones," country: AR, region: AR-X (Camping Los Sanavirones)"
L3946311,Camping Los Tatané," country: AR, region: AR-S (Camping Los Tatané)"
L13555326,Camping Municipal (AICA TF03)," country: AR, region: AR-V (Camping Municipal (AICA TF03))"
L18583431,"Camping Municipal Barreal, Barreal, San Juan, AR"," country: AR, region: AR-J (Camping Municipal Barreal, Barreal, San Juan, AR)"
L7995707,Camping Municipal Lago Pellegrini," country: AR, region: AR-R (Camping Municipal Lago Pellegrini)"
L6914011,Camping Municipal Rio Quilpo," country: AR, region: AR-X (Camping Municipal Rio Quilpo)"
L16408172,Camping Municipal de Reconquista," country: AR, region: AR-S (Camping Municipal de Reconquista)"
L12158113,Camping Samay Cochuna," country: AR, region: AR-T (Camping Samay Cochuna)"
L17921618,Camping UnCuyo," country: AR, region: AR-Q (Camping UnCuyo)"
L496642,Camping Viejo Americano (AICA MI01)," country: AR, region: AR-N (Camping Viejo Americano (AICA MI01))"
L15897871,Camping Viejo Luján," country: AR, region: AR-M (Camping Viejo Luján)"
L12885362,Camping Villa Urquiza," country: AR, region: AR-E (Camping Villa Urquiza)"
L3611068,Camping del Cuñapirú (AICA MI17)," country: AR, region: AR-N (Camping del Cuñapirú (AICA MI17))"
L18574680,Camping del Puente Justicia," country: AR, region: AR-V (Camping del Puente Justicia)"
L12505219,Camping viejo," country: AR, region: AR-S (Camping viejo)"
L7822022,"Campo ""Don Francisco"""," country: AR, region: AR-B (Campo ""Don Francisco"")"
L8004226,"Campo ""Don Osvaldo"""," country: AR, region: AR-S (Campo ""Don Osvaldo"")"
L2763044,pueblo y alrededores," country: AR, region: AR-S (Campo Andino)"
L9692713,Campo Anexo General Manuel Belgrano," country: AR, region: AR-N (Campo Anexo General Manuel Belgrano)"
L16106095,Campo Argentino de Pato," country: AR, region: AR-B (Campo Argentino de Pato)"
L2763282,Campo Barrio Docente Monte Grande," country: AR, region: AR-B (Campo Barrio Docente Monte Grande)"
L2763094,Campo Belen," country: AR, region: AR-G (Campo Belen)"
L18933259,Campo Cabañas Abu," country: AR, region: AR-X (Campo Cabañas Abu)"
L2761539,Campo Cereijo," country: AR, region: AR-B (Campo Cereijo)"
L18230042,Campo Durán," country: AR, region: AR-A (Campo Durán)"
L2762669,Campo Gaido Hnos.," country: AR, region: AR-X (Campo Gaido Hnos.)"
L11878444,Campo Gral. Belgrano," country: AR, region: AR-A (Campo Gral. Belgrano)"
L16553004,Campo La Aguada UNRC," country: AR, region: AR-X (Campo La Aguada UNRC)"
L2763506,Campo La Margarita," country: AR, region: AR-B (Campo La Margarita)"
L8106251,Campo Los Olivos (AICA RN03)," country: AR, region: AR-R (Campo Los Olivos (AICA RN03))"
L3877703,Campo Paranacito," country: AR, region: AR-E (Campo Paranacito)"
L11731583,Plaza Martin Fierro," country: AR, region: AR-A (Campo Quijano)"
L2762279,Campo San Juan (AICA MI20)," country: AR, region: AR-N (Campo San Juan (AICA MI20))"
L10134242,Campo Santo," country: AR, region: AR-A (Campo Santo)"
L2762308,Campo Viera y Campo Ramón (AICA MI19)," country: AR, region: AR-N (Campo Viera y Campo Ramón (AICA MI19))"
L10285982,Campo biondi," country: AR, region: AR-S (Campo biondi)"
L19107963,"Campo la Juanita, reserva natural urbana en recuperación vecinal"," country: AR, region: AR-B (Campo la Juanita, reserva natural urbana en recuperación vecinal)"
L12042831,Campos Cultivados entre Humboldt y Pilar," country: AR, region: AR-S (Campos Cultivados entre Humboldt y Pilar)"
L13382255, Martínez.," country: AR, region: AR-E (Campos de los Segura)"
L8956435,camino," country: AR, region: AR-B (Canal 2)"
L4229131,Canal Barrio Argüello," country: AR, region: AR-X (Canal Barrio Argüello)"
L487925,Canal Beagle (AICA TF03)," country: AR, region: AR-V (Canal Beagle (AICA TF03))"
L11409817,Canal Cacique Guaymallén," country: AR, region: AR-M (Canal Cacique Guaymallén)"
L11572084,Canal Donnet y rp 52 s (puente y alrededores)," country: AR, region: AR-S (Canal Donnet y rp 52 s (puente y alrededores))"
L12540810,Canal La Alameda," country: AR, region: AR-X (Canal La Alameda)"
L11588288,Canal La Blanqueda al oeste de la RN 33," country: AR, region: AR-S (Canal La Blanqueda al oeste de la RN 33)"
L16251345,Canal Lago Mari Menuco," country: AR, region: AR-Q (Canal Lago Mari Menuco)"
L12954760,Canal Martín Carnaval (City Bell)," country: AR, region: AR-B (Canal Martín Carnaval (City Bell))"
L11182848,Boca Oriental," country: AR, region: AR-V (Canal de Beagle (AICA TF03))"
L14781455,Islote Blanco," country: AR, region: AR-V (Canal de Beagle (AICA TF03))"
L10060425,Canal de Riego y Calle al Autódromo," country: AR, region: AR-R (Canal de Riego y Calle al Autódromo)"
L16670907,Canal de la Isla Lola," country: AR, region: AR-Z (Canal de la Isla Lola)"
L3556286,Canal del Kayakista," country: AR, region: AR-E (Canal del Kayakista)"
L19900781,Canals," country: AR, region: AR-X (Canals)"
L4119139,Cancha Larga," country: AR, region: AR-H (Cancha Larga)"
L857377,Candelaria," country: AR, region: AR-N (Candelaria)"
L13453005,Candonga," country: AR, region: AR-X (Candonga)"
L19763635,Canela Iguazú," country: AR, region: AR-N (Canela Iguazú)"
L17310475,Capilla Medalla Milagrosa," country: AR, region: AR-J (Capilla Medalla Milagrosa)"
L13851731,Capilla San Jose y Salto Norte," country: AR, region: AR-X (Capilla San Jose y Salto Norte)"
L3932553,Capilla de Buffo," country: AR, region: AR-X (Capilla de Buffo)"
L2763140,Capilla del Monte," country: AR, region: AR-X (Capilla del Monte)"
L18755612,Base Cerro Las Gemelas," country: AR, region: AR-X (Capilla del Monte)"
L2763428,Capilla del Rosario (Mendoza)," country: AR, region: AR-M (Capilla del Rosario (Mendoza))"
L8034385,Caranday," country: AR, region: AR-X (Caranday)"
L3274334,Cariló," country: AR, region: AR-B (Cariló)"
L484766,Carlos Pellegrini y Laguna Iberá (AICA CR10)," country: AR, region: AR-W (Carlos Pellegrini y Laguna Iberá (AICA CR10))"
L10164447,Carlos keen," country: AR, region: AR-B (Carlos keen)"
L12187859,Carmen," country: AR, region: AR-S (Carmen)"
L7023962,Carmen de Patagones," country: AR, region: AR-B (Carmen de Patagones)"
L7571382,afueras," country: AR, region: AR-B (Carmen de Patagones)"
L10173451,Carnerillo," country: AR, region: AR-X (Carnerillo)"
L3022278,Carpintería," country: AR, region: AR-D (Carpintería)"
L12224161,Casa Apacheta," country: AR, region: AR-X (Casa Apacheta)"
L7129208,Balcón De Punilla," country: AR, region: AR-X (Casa Grande)"
L7154040,Casa de Piedra," country: AR, region: AR-L (Casa de Piedra)"
L5944718,zona Casco," country: AR, region: AR-Z (Casa de Piedra)"
L8343320,Casalins," country: AR, region: AR-B (Casalins)"
L17857316,Casas Nuevas," country: AR, region: AR-X (Casas Nuevas)"
L16414911,Cascada Capiazuty. Aguaray," country: AR, region: AR-A (Cascada Capiazuty. Aguaray)"
L21121330,Cascada Chachin," country: AR, region: AR-Q (Cascada Chachin)"
L7168752,Cascada Cifuentes," country: AR, region: AR-B (Cascada Cifuentes)"
L11751585,Cascada de El Salto," country: AR, region: AR-M (Cascada de El Salto)"
L18344362,Cascada del Río Santa Catalina," country: AR, region: AR-X (Cascada del Río Santa Catalina)"
L14844699,Cascada del arroyo Colastine," country: AR, region: AR-S (Cascada del arroyo Colastine)"
L7432139,Cascada del río Noque," country: AR, region: AR-T (Cascada del río Noque)"
L2357428,Cascada Ñivinco (AICA NE04)," country: AR, region: AR-Q (Cascada Ñivinco (AICA NE04))"
L10973010,Casitas de campo Wara Kusi," country: AR, region: AR-A (Casitas de campo Wara Kusi)"
L2762369,Caspalá y Santa Ana (AICA JU03)," country: AR, region: AR-Y (Caspalá y Santa Ana (AICA JU03))"
L7922795,Castillos de Pincheira," country: AR, region: AR-M (Castillos de Pincheira)"
L9753560,Catalinas Club de Campo," country: AR, region: AR-W (Catalinas Club de Campo)"
L21343446,Camping Municipal," country: AR, region: AR-K (Catamarca)"
L12271578,Cava Andino M," country: AR, region: AR-S (Cava Andino M)"
L12263223,Cava Colonia Avellaneda," country: AR, region: AR-E (Cava Colonia Avellaneda)"
L9675892,Cava de  Soldini," country: AR, region: AR-S (Cava de  Soldini)"
L13311275,Cava del Castillo cerca de la Laguna de Chascomús," country: AR, region: AR-B (Cava del Castillo cerca de la Laguna de Chascomús)"
L21177761,Cava industrial al sur de Freyre," country: AR, region: AR-X (Cava industrial al sur de Freyre)"
L17981963,Cavilmonte," country: AR, region: AR-A (Cavilmonte)"
L9862081,Cayanta," country: AR, region: AR-Q (Cayanta)"
L9145375,Cayastacito Bañado," country: AR, region: AR-S (Cayastacito Bañado)"
L9145386,"Cayastacito Bañado La Curva, RP 62"," country: AR, region: AR-S (Cayastacito Bañado La Curva, RP 62)"
L5831340,costanera y alrededores.," country: AR, region: AR-S (Cayastá)"
L10111050,Cañada  El Sauce," country: AR, region: AR-S (Cañada  El Sauce)"
L6248662,Cañada 12," country: AR, region: AR-P (Cañada 12)"
L2763499,Empalme Magdalena," country: AR, region: AR-B (Cañada Arregui)"
L6292077,Cañada El Saladillo," country: AR, region: AR-H (Cañada El Saladillo)"
L2762672,Cañada Jeanmaire," country: AR, region: AR-X (Cañada Jeanmaire)"
L8876513,Cañada La Zulema," country: AR, region: AR-S (Cañada La Zulema)"
L7403176,Cañada Santa Emilia," country: AR, region: AR-S (Cañada Santa Emilia)"
L10512050,Cañada Secco," country: AR, region: AR-S (Cañada Secco)"
L9675981,Cañada afluente de laguna Melincue," country: AR, region: AR-S (Cañada afluente de laguna Melincue)"
L9289747,Cañada cercana a Romang," country: AR, region: AR-S (Cañada cercana a Romang)"
L9335014,Cañada de Azua," country: AR, region: AR-S (Cañada de Azua)"
L7011619,Cañada de Díaz," country: AR, region: AR-S (Cañada de Díaz)"
L4106034,"Cañada de García, San Justo"," country: AR, region: AR-S (Cañada de García, San Justo)"
L4106039,"Cañada de García, San Justo"," country: AR, region: AR-S (Cañada de García, San Justo)"
L8964369,Cañada de Grass," country: AR, region: AR-S (Cañada de Grass)"
L10060340,Cañada de Las Ovejas," country: AR, region: AR-E (Cañada de Las Ovejas)"
L7152708,Cañada de Las Víboras," country: AR, region: AR-S (Cañada de Las Víboras)"
L3593133,Cañada de Los Leones," country: AR, region: AR-S (Cañada de Los Leones)"
L2762223,Cañada de Los Tres Arboles y Los Morteros," country: AR, region: AR-X (Cañada de Los Tres Arboles y Los Morteros)"
L11596046,Cañada de la 66," country: AR, region: AR-S (Cañada de la 66)"
L9798265,Cañada de las Calaveras (Sarmiento)," country: AR, region: AR-S (Cañada de las Calaveras (Sarmiento))"
L4009068,"Cañada del Arroyo Ludueña, Pérez"," country: AR, region: AR-S (Cañada del Arroyo Ludueña, Pérez)"
L3512640,"Cañada del Arroyo de los Padres (San Agustín), Santa Fe"," country: AR, region: AR-S (Cañada del Arroyo de los Padres (San Agustín), Santa Fe)"
L15682549,Cañada mansa," country: AR, region: AR-S (Cañada mansa)"
L9070965,Cañadón Escondido," country: AR, region: AR-Q (Cañadón Escondido)"
L11475619,Cañadón de La Rural (AICA SC02)," country: AR, region: AR-Z (Cañadón de La Rural (AICA SC02))"
L4980100,Cañadón del Paraguayo (AICA SC02)," country: AR, region: AR-Z (Cañadón del Paraguayo (AICA SC02))"
L17330485,71.455)," country: AR, region: AR-R (Cañaveral los Cuatro Lifers, Río Negro, AR ()"
L14913467,Cañon del Atuel," country: AR, region: AR-M (Cañon del Atuel)"
L12903672,"Ceamse Norte III, Lagunas"," country: AR, region: AR-B (Ceamse Norte III, Lagunas)"
L10067034,Ceibalito," country: AR, region: AR-A (Ceibalito)"
L3428586,Ea. Campo Bajo (AICA ER07)," country: AR, region: AR-E (Ceibas)"
L2762863,Terraplén (AICA ER07)," country: AR, region: AR-E (Ceibas)"
L2762850,camino Arroyo Ñancay (AICA ER07)," country: AR, region: AR-E (Ceibas)"
L2762853,camino Cuatro Hermanas (AICA ER07)," country: AR, region: AR-E (Ceibas)"
L2762861,camino lateral (AICA ER07)," country: AR, region: AR-E (Ceibas)"
L2507409,humedales (AICA ER07)," country: AR, region: AR-E (Ceibas)"
L5703813,Cementerio de la Chacarita," country: AR, region: AR-C (Cementerio de la Chacarita)"
L10059987,Canal de Chacras," country: AR, region: AR-Q (Centenario)"
L4042469,Centinela del Mar," country: AR, region: AR-B (Centinela del Mar)"
L20985996,Centro De Conservación Aguará," country: AR, region: AR-W (Centro De Conservación Aguará)"
L21030706,Centro Psicultura," country: AR, region: AR-U (Centro Psicultura)"
L12900987,Centro Recreativo Arroyo Seco," country: AR, region: AR-S (Centro Recreativo Arroyo Seco)"
L14890357,Centro Verde," country: AR, region: AR-N (Centro Verde)"
L17096036,Centro de Feliciano," country: AR, region: AR-E (Centro de Feliciano)"
L2311165,Centro de Interpretacion Ambiental Estuario del Rio Gallegos (AICA SC04)," country: AR, region: AR-Z (Centro de Interpretacion Ambiental Estuario del Rio Gallegos (AICA SC04))"
L5747073,Centro de Interpretación de la Reserva Costa Atlántica (AICA TF01)," country: AR, region: AR-V (Centro de Interpretación de la Reserva Costa Atlántica (AICA TF01))"
L12933711,Centro de piscicultura San Vicente," country: AR, region: AR-B (Centro de piscicultura San Vicente)"
L7987336,Cerca del Abra de Lozano," country: AR, region: AR-Y (Cerca del Abra de Lozano)"
L14835515,"Cerrito de la Cruz, Chimpay"," country: AR, region: AR-R (Cerrito de la Cruz, Chimpay)"
L8088969,Cerro 3 Picos," country: AR, region: AR-B (Cerro 3 Picos)"
L15767042,Cerro Alcazar," country: AR, region: AR-J (Cerro Alcazar)"
L9221896,Cerro Azul," country: AR, region: AR-N (Cerro Azul)"
L11855892,"Cerro Azul, Cipolletti"," country: AR, region: AR-R (Cerro Azul, Cipolletti)"
L8823457,base 1050 msnm," country: AR, region: AR-Q (Cerro Bayo (AICA RN04))"
L8823482,1600 msnm," country: AR, region: AR-Q (Cerro Bayo (AICA RN04))"
L13207082,Cerro Castaño," country: AR, region: AR-M (Cerro Castaño)"
L5528850,sendero norte," country: AR, region: AR-R (Cerro Catedral (AICA RN04))"
L3826244,Cerro Champaquí," country: AR, region: AR-X (Cerro Champaquí)"
L5518278,Cerro Chapelco," country: AR, region: AR-Q (Cerro Chapelco)"
L3285145,Tercera Reserva," country: AR, region: AR-Q (Cerro Chapelco)"
L2763433,Cerro Colorado," country: AR, region: AR-X (Cerro Colorado)"
L11189619,Cerro Comisión (AICA SC12)," country: AR, region: AR-Z (Cerro Comisión (AICA SC12))"
L15209240,Cerro Hielo Azul," country: AR, region: AR-R (Cerro Hielo Azul)"
L15458721,Cerro La Banderita," country: AR, region: AR-X (Cerro La Banderita)"
L11410563,Cerro Leones," country: AR, region: AR-R (Cerro Leones)"
L9216215,Cerro Lisandro," country: AR, region: AR-Q (Cerro Lisandro)"
L13209520,Cerro Manantiales," country: AR, region: AR-M (Cerro Manantiales)"
L6065838,Cerro Michacheo," country: AR, region: AR-Q (Cerro Michacheo)"
L2762431,Cerro Mártires y Barra Santa María (AICA MI22)," country: AR, region: AR-N (Cerro Mártires y Barra Santa María (AICA MI22))"
L11624308,Cerro Negro," country: AR, region: AR-K (Cerro Negro)"
L1534065,Cerro Negro," country: AR, region: AR-Y (Cerro Negro)"
L3311492,Cerro Palau Mahuida," country: AR, region: AR-Q (Cerro Palau Mahuida)"
L10060427,Cerro Pelado (campo E.R.)," country: AR, region: AR-X (Cerro Pelado (campo E.R.))"
L9202494, Unidad Turística Embalse," country: AR, region: AR-X (Cerro Pistarini)"
L3944071,Cerro Poca," country: AR, region: AR-X (Cerro Poca)"
L16996798,Cerro Puntudo," country: AR, region: AR-R (Cerro Puntudo)"
L16965998,Cerro Retana," country: AR, region: AR-D (Cerro Retana)"
L2763318,Cerro San Bernardo," country: AR, region: AR-A (Cerro San Bernardo)"
L5843609,Cerro San Javier," country: AR, region: AR-T (Cerro San Javier)"
L7361126,Acceso," country: AR, region: AR-N (Cerro Santa Ana)"
L3575425,Complejo Don Rodolfo," country: AR, region: AR-N (Cerro Santa Ana)"
L9206069,Cerro Ventana (Gualjaina).," country: AR, region: AR-U (Cerro Ventana (Gualjaina).)"
L7218095,Cerro de Moro," country: AR, region: AR-D (Cerro de Moro)"
L2434498,Cerro de Oro," country: AR, region: AR-D (Cerro de Oro)"
L16965968,Cerro de Piedra," country: AR, region: AR-D (Cerro de Piedra)"
L12597170,Cerro de la Cruz," country: AR, region: AR-Q (Cerro de la Cruz)"
L20476114,Cerro de la Cruz," country: AR, region: AR-X (Cerro de la Cruz)"
L8551913,Cerro de la Cruz de San Antonio de Arredondo," country: AR, region: AR-X (Cerro de la Cruz de San Antonio de Arredondo)"
L13404324,Cerro de la Cruz sur," country: AR, region: AR-Q (Cerro de la Cruz sur)"
L4928939,Cerro de la Gloria," country: AR, region: AR-M (Cerro de la Gloria)"
L10173744,Cerro de la Virgen," country: AR, region: AR-A (Cerro de la Virgen)"
L7440474,Cerros de Pereyra," country: AR, region: AR-Y (Cerros de Pereyra)"
L10102523,Chacharramendi sobre RN143," country: AR, region: AR-L (Chacharramendi sobre RN143)"
L2762465,Chaco de Tartagal (AICA SA06)," country: AR, region: AR-A (Chaco de Tartagal (AICA SA06))"
L10129034,Chaco seco alrededores de Palma Sola.," country: AR, region: AR-Y (Chaco seco alrededores de Palma Sola.)"
L17016819,Chacra Arana," country: AR, region: AR-R (Chacra Arana)"
L15718522,Chacra CERVI Balsa las Perlas," country: AR, region: AR-R (Chacra CERVI Balsa las Perlas)"
L17155573,Chacra Don Eugenio," country: AR, region: AR-N (Chacra Don Eugenio)"
L17104124,Chacra Las Araucarias," country: AR, region: AR-N (Chacra Las Araucarias)"
L3545028,Chacra Mariposa," country: AR, region: AR-N (Chacra Mariposa)"
L16189362,Chacra Nido de Pájaros," country: AR, region: AR-N (Chacra Nido de Pájaros)"
L16426246,Chacra San Demetrio Meme," country: AR, region: AR-Q (Chacra San Demetrio Meme)"
L3963885,Chacras de Coria," country: AR, region: AR-M (Chacras de Coria)"
L2763485,Chacras de la margen sur del Río Grande (AICA TF01)," country: AR, region: AR-V (Chacras de la margen sur del Río Grande (AICA TF01))"
L2762496,Chaguaral (AICA SA02)," country: AR, region: AR-A (Chaguaral (AICA SA02))"
L4598773,Chajarí," country: AR, region: AR-E (Chajarí)"
L17388213,Chancaní Comuna," country: AR, region: AR-X (Chancaní Comuna)"
L2762527,Chancaní y Sierras de Pocho (AICA CO09)," country: AR, region: AR-X (Chancaní y Sierras de Pocho (AICA CO09))"
L8924673,Chapua," country: AR, region: AR-Q (Chapua)"
L3368963,Characato," country: AR, region: AR-X (Characato)"
L7067037,Club De Caza y Pesca," country: AR, region: AR-H (Charata)"
L10919544,Charbonier," country: AR, region: AR-X (Charbonier)"
L11928978,Arroyo Los Toldos," country: AR, region: AR-B (Chascomus)"
L17389583,Puerto aventura," country: AR, region: AR-B (Chascomús)"
L16069068,Chavarria," country: AR, region: AR-W (Chavarria)"
L2763639,Chica/Cráter," country: AR, region: AR-Y (Chica/Cráter)"
L17016810,Chichinales," country: AR, region: AR-R (Chichinales)"
L16766316,Chilcal frente al cementerio de Esperanza," country: AR, region: AR-S (Chilcal frente al cementerio de Esperanza)"
L2763185,La Loma," country: AR, region: AR-B (Chillar)"
L16663064,Chimenea de Ingenio," country: AR, region: AR-G (Chimenea de Ingenio)"
L3627059,China Muerta," country: AR, region: AR-Q (China Muerta)"
L17330568,67.289)," country: AR, region: AR-U (Chinchillón Arcoiris, Chubut, AR ()"
L6661233,Choele Choel," country: AR, region: AR-R (Choele Choel)"
L6557602,Cholila," country: AR, region: AR-U (Cholila)"
L9647779,Chorrillo del Salto," country: AR, region: AR-Z (Chorrillo del Salto)"
L6777392,Chorro de San Ignacio," country: AR, region: AR-D (Chorro de San Ignacio)"
L4614894,Chos Malal," country: AR, region: AR-Q (Chos Malal)"
L15710251,Chosmes," country: AR, region: AR-D (Chosmes)"
L5708116,Cielo Verde," country: AR, region: AR-A (Cielo Verde)"
L16419065,Cienaga Las Pirquitas," country: AR, region: AR-A (Cienaga Las Pirquitas)"
L11464463,Cinacinal Agriornis," country: AR, region: AR-S (Cinacinal Agriornis)"
L15693189,Cinco Saltos," country: AR, region: AR-R (Cinco Saltos)"
L19080486,Bosquecito," country: AR, region: AR-R (Cinco Saltos)"
L15692872,Zona bomba del río," country: AR, region: AR-R (Cinco Saltos)"
L5052911,Isla Jordan," country: AR, region: AR-R (Cipolleti)"
L11968752,Cipolletti," country: AR, region: AR-R (Cipolletti)"
L3169468,Circuito Ibicuy," country: AR, region: AR-E (Circuito Ibicuy)"
L4810903,Circuito de Canotaje Pilcomayo Norte," country: AR, region: AR-P (Circuito de Canotaje Pilcomayo Norte)"
L4355201,City Bell," country: AR, region: AR-B (City Bell)"
L5009633,Ciudad Universitaria," country: AR, region: AR-T (Ciudad Universitaria)"
L8074213,Ciudad Universitaria," country: AR, region: AR-X (Ciudad Universitaria)"
L3714373,Ciudad de Corrientes," country: AR, region: AR-W (Ciudad de Corrientes)"
L4380039,Parque Mitre," country: AR, region: AR-W (Ciudad de Corrientes)"
L1650653,Ciudad de Formosa," country: AR, region: AR-P (Ciudad de Formosa)"
L1653771,Ciudad de Salta," country: AR, region: AR-A (Ciudad de Salta)"
L11418471,Plaza Gurruchaga," country: AR, region: AR-A (Ciudad de Salta)"
L2763454,Ciudad de Tres Arroyos," country: AR, region: AR-B (Ciudad de Tres Arroyos)"
L2763459,Ea. Barbera," country: AR, region: AR-B (Claromeco)"
L2763470,2° Salto," country: AR, region: AR-B (Claromecó)"
L2763468,"Claudio Molina, Tres Arroyos"," country: AR, region: AR-B (Claudio Molina, Tres Arroyos)"
L4677460,Clorinda," country: AR, region: AR-P (Clorinda)"
L15539125,Club ATSA," country: AR, region: AR-N (Club ATSA)"
L12156957,Club De Campo Santa Cecilia," country: AR, region: AR-N (Club De Campo Santa Cecilia)"
L13267445,Club Náutico Ubajay," country: AR, region: AR-S (Club Náutico Ubajay)"
L16838931,Club Remeros," country: AR, region: AR-S (Club Remeros)"
L4219494,Club de Campo La Aguada," country: AR, region: AR-A (Club de Campo La Aguada)"
L14864531,Club de Caza y Pesca Alas Coloradas," country: AR, region: AR-X (Club de Caza y Pesca Alas Coloradas)"
L6180357,Club de Cazadores," country: AR, region: AR-X (Club de Cazadores)"
L4972186,Club de Pesca Tornquist," country: AR, region: AR-B (Club de Pesca Tornquist)"
L20649684,Club de Río," country: AR, region: AR-N (Club de Río)"
L12670159,Club de pescadores," country: AR, region: AR-B (Club de pescadores)"
L9041317,"Club de pescadores los Amigos del rio, Fighiera"," country: AR, region: AR-S (Club de pescadores los Amigos del rio, Fighiera)"
L12550716,Club del Dique," country: AR, region: AR-A (Club del Dique)"
L5954032,Cnia. El Esterito," country: AR, region: AR-P (Cnia. El Esterito)"
L5829311,Cnia. El Naranjito," country: AR, region: AR-P (Cnia. El Naranjito)"
L6071418,Cnia. Laguna Gobernador," country: AR, region: AR-P (Cnia. Laguna Gobernador)"
L4806474,campo Angelita," country: AR, region: AR-P (Cnia. Naineck)"
L5830561,Cnia. Rincón Ñandú," country: AR, region: AR-P (Cnia. Rincón Ñandú)"
L5833294,Cnia. San Antonio," country: AR, region: AR-P (Cnia. San Antonio)"
L4984814,Cnia. Tacuarí (AICA CH02)," country: AR, region: AR-H (Cnia. Tacuarí (AICA CH02))"
L16224817,Col. La Clara (pueblo y alrededores)," country: AR, region: AR-S (Col. La Clara (pueblo y alrededores))"
L8187294,Colina Alegre," country: AR, region: AR-B (Colina Alegre)"
L11424376,Colonia 25 de Mayo," country: AR, region: AR-L (Colonia 25 de Mayo)"
L11850450,Colonia Almada," country: AR, region: AR-X (Colonia Almada)"
L11908025,Colonia Almada," country: AR, region: AR-X (Colonia Almada)"
L18405648,Colonia Belgrano," country: AR, region: AR-S (Colonia Belgrano)"
L6822366,Colonia Buena Vista," country: AR, region: AR-P (Colonia Buena Vista)"
L3290711,Colonia Cano," country: AR, region: AR-P (Colonia Cano)"
L12940433,camping," country: AR, region: AR-W (Colonia Carlos Pellegrini)"
L6525232,Colonia Dalmacia," country: AR, region: AR-P (Colonia Dalmacia)"
L17344238,"Colonia Dora, Ruta 34"," country: AR, region: AR-G (Colonia Dora, Ruta 34)"
L13429949,Colonia EL Yaguarete," country: AR, region: AR-S (Colonia EL Yaguarete)"
L2763351,Colonia Garabí (AICA CR15)," country: AR, region: AR-W (Colonia Garabí (AICA CR15))"
L10681430,Colonia Gaviotines Sudamericanos 2020," country: AR, region: AR-Z (Colonia Gaviotines Sudamericanos 2020)"
L12048732,Colonia Italiana Carmensa," country: AR, region: AR-M (Colonia Italiana Carmensa)"
L6043027,Colonia Ituzaingó," country: AR, region: AR-P (Colonia Ituzaingó)"
L21177536,puente y alrededores," country: AR, region: AR-X (Colonia La Trinchera)"
L11171337,58.263)," country: AR, region: AR-P (Colonia Pastoril, Formosa, AR ()"
L11466422,58.334)," country: AR, region: AR-P (Colonia Pastoril, Formosa, AR ()"
L12497309,Colonia Porvenir," country: AR, region: AR-W (Colonia Porvenir)"
L10847713,Colonia San José (pueblo y alrdedores)," country: AR, region: AR-S (Colonia San José (pueblo y alrdedores))"
L2761527,Campo de Félix," country: AR, region: AR-N (Colonia Taranco)"
L3204884,Colonia Teresa  (AICA SF07)," country: AR, region: AR-S (Colonia Teresa  (AICA SF07))"
L2762868,Colonia Yeruá," country: AR, region: AR-E (Colonia Yeruá)"
L16670857,Colonia de cormoranes grises," country: AR, region: AR-Z (Colonia de cormoranes grises)"
L835408,Colón," country: AR, region: AR-E (Colón)"
L4220873,Comallo (Ruta 23)," country: AR, region: AR-R (Comallo (Ruta 23))"
L1839846,Comandante Andresito," country: AR, region: AR-N (Comandante Andresito)"
L11397406,Comandante Luis Piedra Buena," country: AR, region: AR-Z (Comandante Luis Piedra Buena)"
L11718530,Comandante Luis Piedra Buena," country: AR, region: AR-Z (Comandante Luis Piedra Buena)"
L2763573,Comarca del Sol," country: AR, region: AR-B (Comarca del Sol)"
L2762560,Comodoro Rivadavia (AICA CU06)," country: AR, region: AR-U (Comodoro Rivadavia (AICA CU06))"
