id,name,description
L4741028,Humedal norte," country: UY, region: UY-MA (Laguna del Diario)"
L2761569,Área general," country: UY, region: UY-MA (Laguna del Sauce)"
L11585503,Lagunas Playa Pascual," country: UY, region: UY-SJ (Lagunas Playa Pascual)"
L16522252,Lapuente," country: UY, region: UY-RV (Lapuente)"
L20553858,Las Brujas," country: UY, region: UY-FS (Las Brujas)"
L5999188,Las Cañas," country: UY, region: UY-RN (Las Cañas)"
L5141557,Las Delicias," country: UY, region: UY-CO (Las Delicias)"
L16613027,Humedalcito," country: UY, region: UY-MA (Las Flores)"
L21226461,Latitud 33," country: UY, region: UY-MA (Latitud 33)"
L2763204,Laureles," country: UY, region: UY-TA (Laureles)"
L16137838,Los Caracoles," country: UY, region: UY-RN (Los Caracoles)"
L2762014,Los Cuadrados," country: UY, region: UY-TA (Los Cuadrados)"
L16983461,Km 288," country: UY, region: UY-FS (Marincho)"
L15439160,Balneario," country: UY, region: UY-CA (Marindia)"
L17208098,Playa," country: UY, region: UY-CA (Marindia)"
L12180591,Área General," country: UY, region: UY-SO (Mercedes Ciudad)"
L12554543,Meseta de Artigas," country: UY, region: UY-PA (Meseta de Artigas)"
L9925736,Meseta de Artigas y camino de acceso," country: UY, region: UY-PA (Meseta de Artigas y camino de acceso)"
L6444257,Tajamar del Triángulo," country: UY, region: UY-LA (Minas)"
L13553953,Mocoreta," country: UY, region: UY-AR (Mocoreta)"
L12561699,Mones Quintela," country: UY, region: UY-AR (Mones Quintela)"
L4030411,Ruta 3 km 283," country: UY, region: UY-FS (Monte Parque)"
L11623237,Arequita," country: UY, region: UY-LA (Monte de Ombúes)"
L2761792,Sector Sureste," country: UY, region: UY-RO (Monte de Ombúes)"
L15482722,Monte del Estado," country: UY, region: UY-CA (Monte del Estado)"
L12510101,Camino Centro de Visitantes," country: UY, region: UY-PA (Montes del Queguay)"
L2761804,Bahía de Montevideo," country: UY, region: UY-MO (Montevideo)"
L2761971,Centro de la Ciudad," country: UY, region: UY-MO (Montevideo)"
L1320165,Club de Pesca," country: UY, region: UY-MO (Montevideo)"
L2761614,Playa Honda," country: UY, region: UY-MO (Montevideo)"
L2763146,Pocitos," country: UY, region: UY-MO (Montevideo)"
L8508785,Monumento al Holocausto Judío," country: UY, region: UY-MO (Monumento al Holocausto Judío)"
L19037249,Muelle Villa Soriano," country: UY, region: UY-SO (Muelle Villa Soriano)"
L5682120,Muelle de Mailhos," country: UY, region: UY-MA (Muelle de Mailhos)"
L13274408,Museo Oceanográfico," country: UY, region: UY-MO (Museo Oceanográfico)"
L15885874,Museo de la Memoria," country: UY, region: UY-MO (Museo de la Memoria)"
L7816123,Neptunia," country: UY, region: UY-CA (Neptunia)"
L604225,Área General," country: UY, region: UY-CO (Nueva Palmira)"
L2763311,Observatorio Guazuvirá," country: UY, region: UY-CA (Observatorio Guazuvirá)"
L10286498,Mirador de Aves," country: UY, region: UY-MA (Ocean Park)"
L20122273,Área General," country: UY, region: UY-RO (Oceanía del Polonio)"
L10123954,Área General," country: UY, region: UY-CO (Ombúes de Lavalle)"
L14056601,P.E.T. Arrayanes," country: UY, region: UY-MA (P.E.T. Arrayanes)"
L8063951,Área General," country: UY, region: UY-RN (PN Esteros de Farrapos e Islas del Río Uruguay)"
L604245,Fuerte San Miguel," country: UY, region: UY-RO (PN San Miguel)"
L8679823,"Mirador de Aves, Laguna de Peña"," country: UY, region: UY-RO (PN Santa Teresa)"
L2761708,Playa Grande," country: UY, region: UY-RO (PN Santa Teresa)"
L18565643,Refugio Silvestre," country: UY, region: UY-RO (PN Santa Teresa)"
L683775,Área general," country: UY, region: UY-RO (PN Santa Teresa)"
L2761925,El Sauce," country: UY, region: UY-RO (PP Laguna de Rocha)"
L2761995,Estero las Nutrias," country: UY, region: UY-RO (PP Laguna de Rocha)"
L2763336,Zona Sur y Barra," country: UY, region: UY-RO (PP Laguna de Rocha)"
L8305577,Paisaje Industrial Fray Bentos," country: UY, region: UY-RN (Paisaje Industrial Fray Bentos)"
L604228,Área general," country: UY, region: UY-RO (Paisaje Protegido Laguna de Rocha)"
L604220, SNAP," country: UY, region: UY-TT (Paisaje Protegido Quebrada de los Cuervos)"
L19742908,Pando," country: UY, region: UY-CA (Pando)"
L2761429,Parador Tajes," country: UY, region: UY-CA (Parador Tajes)"
L2761812, Ruta 3 km 230," country: UY, region: UY-FS (Paraje de los Langosteros)"
L19052807,"""Grito de Asencio"""," country: UY, region: UY-SO (Parque Admirable Alarma)"
L6274740,Parque Anchorena," country: UY, region: UY-CO (Parque Anchorena)"
L15630980,Parque Artigas," country: UY, region: UY-CA (Parque Artigas)"
L9666468,Molino de Pérez," country: UY, region: UY-MO (Parque Baroffio)"
L4999493,Área general," country: UY, region: UY-MO (Parque Baroffio)"
L2761665,Área General," country: UY, region: UY-MO (Parque Batlle)"
L17076288,Parque Brisas del Plata y alrededores," country: UY, region: UY-CO (Parque Brisas del Plata y alrededores)"
L12963748,Parque Costanera Dayman," country: UY, region: UY-SA (Parque Costanera Dayman)"
L12740314,Parque Costero Alberto Kurz," country: UY, region: UY-SJ (Parque Costero Alberto Kurz)"
L10150827,Parque Don Tomás Bell," country: UY, region: UY-CO (Parque Don Tomás Bell)"
L9160335,Parque Embarcadero de Yates Riachuelo," country: UY, region: UY-CO (Parque Embarcadero de Yates Riachuelo)"
L6432162,Parque Fabini," country: UY, region: UY-LA (Parque Fabini)"
L16588925,Solis de Mataojo," country: UY, region: UY-LA (Parque Fabini)"
L12348425,Parque Ferrando," country: UY, region: UY-CO (Parque Ferrando)"
L15858844,Parque General Lavalleja," country: UY, region: UY-MO (Parque General Lavalleja)"
L10207544,Parque José Pedro Varela," country: UY, region: UY-CO (Parque José Pedro Varela)"
L5842612,Parque La Cascada," country: UY, region: UY-MA (Parque La Cascada)"
L2761874,Parque La Estiva," country: UY, region: UY-RO (Parque La Estiva)"
L2761660,Área general," country: UY, region: UY-MO (Parque Lecocq)"
L5626746,Parque Lineal AFE," country: UY, region: UY-CO (Parque Lineal AFE)"
L8850932,Parque Mancebo," country: UY, region: UY-MA (Parque Mancebo)"
L18544406,Solís de Mataojo," country: UY, region: UY-LA (Parque Mataojo)"
L4753863,Parque Municipal Indígena," country: UY, region: UY-MA (Parque Municipal Indígena)"
L12494751,Parque Nacional Isla De Flores," country: UY, region: UY-CA (Parque Nacional Isla De Flores)"
L2763632,Parque Nacional San Miguel," country: UY, region: UY-RO (Parque Nacional San Miguel)"
L4304914,Parque Prado," country: UY, region: UY-MO (Parque Prado)"
L11476807,Estación Meteorológica," country: UY, region: UY-MO (Parque Prado)"
L10746327,Parque Público," country: UY, region: UY-MA (Parque Público)"
L7688745,Parque Público Punta Yeguas," country: UY, region: UY-MO (Parque Público Punta Yeguas)"
L2761694,Área General," country: UY, region: UY-MO (Parque Rivera)"
L8814520,Lago Canteras," country: UY, region: UY-MO (Parque Rodó)"
L5679406,Área General," country: UY, region: UY-MO (Parque Rodó)"
L2761940,Área General," country: UY, region: UY-CA (Parque Roosevelt)"
L17138225,Parque Ruben D. Olivera," country: UY, region: UY-LA (Parque Ruben D. Olivera)"
L2761563,Parque San Carlos," country: UY, region: UY-MA (Parque San Carlos)"
L10008380,Parque Santiago Durieux," country: UY, region: UY-CO (Parque Santiago Durieux)"
L16373723,Parque Sendero Humedal El Ceibal," country: UY, region: UY-TA (Parque Sendero Humedal El Ceibal)"
L17074186,Área General," country: UY, region: UY-MO (Parque Villa Biarritz)"
L9055998,Parque Zorrilla de San Martín," country: UY, region: UY-MA (Parque Zorrilla de San Martín)"
L2762798,Parque de Vacaciones de UTE," country: UY, region: UY-LA (Parque de Vacaciones de UTE)"
L10188794,Durazno," country: UY, region: UY-DU (Parque de la Hispanidad)"
L2761933,Parque de los Fogones," country: UY, region: UY-MO (Parque de los Fogones)"
L10034825,Paseo Maestra Maria C. Zerpa," country: UY, region: UY-CO (Paseo Maestra Maria C. Zerpa)"
L13838176,Paseo de La Aguada," country: UY, region: UY-MA (Paseo de La Aguada)"
L9685563, Tinambú EcoLodge," country: UY, region: UY-CL (Paso Centurión)"
L13694969,Aduana," country: UY, region: UY-CL (Paso Centurión)"
L13696438,Picada Felipe Cantera," country: UY, region: UY-CL (Paso Centurión)"
L2762826,Área General," country: UY, region: UY-CL (Paso Centurión)"
L16105147,Paso Juanillo López," country: UY, region: UY-FD (Paso Juanillo López)"
L2762074,"Paso Mazangano, sobre Ruta 44, Cerro Largo, Tacuarembo y Rivera"," country: UY, region: UY-CL (Paso Mazangano, sobre Ruta 44, Cerro Largo, Tacuarembo y Rivera)"
L2761901,Paso Pache," country: UY, region: UY-CA (Paso Pache)"
L14057860,Paso Sarandí," country: UY, region: UY-CL (Paso Sarandí)"
L14027404,Mirador de Aves y alrededores," country: UY, region: UY-FD (Paso Severino)"
L2761518,Parque y alrededores," country: UY, region: UY-FD (Paso Severino)"
L16883824,Paso de Cañas," country: UY, region: UY-SA (Paso de Cañas)"
L2761722,Paso de las Piedras  (Rio Negro)," country: UY, region: UY-RN (Paso de las Piedras  (Rio Negro))"
L12506438,Paso de los Ahogados," country: UY, region: UY-FS (Paso de los Ahogados)"
L7417426,Ciudad," country: UY, region: UY-TA (Paso de los Toros)"
L2761820,"Paso del Bote, Los Cerrillos, Canelones"," country: UY, region: UY-SJ (Paso del Bote, Los Cerrillos, Canelones)"
L7278556,Cañada Vichadero," country: UY, region: UY-CL (Paso del Centurión)"
L4093054,Establecimiento Dr Felipe Cantera," country: UY, region: UY-CL (Paso del Centurión)"
L14008980,Paso del Cerro," country: UY, region: UY-TA (Paso del Cerro)"
L17137420,Paso del Jabonero," country: UY, region: UY-LA (Paso del Jabonero)"
L2761879,Pastizales del Basalto," country: UY, region: UY-PA (Pastizales del Basalto)"
L2761809,"Paysandú, camping costanera"," country: UY, region: UY-PA (Paysandú, camping costanera)"
L2761888,"Peaje Garzón, Ruta 9"," country: UY, region: UY-MA (Peaje Garzón, Ruta 9)"
L17566153,Piedra de las Ánimas," country: UY, region: UY-MA (Piedra de las Ánimas)"
L8749580,Área general," country: UY, region: UY-CA (Pinamar Sur)"
L2761743,Piriápolis," country: UY, region: UY-MA (Piriápolis)"
L14457318,Ramblita," country: UY, region: UY-MA (Piriápolis)"
L14599321,Playa Artilleros," country: UY, region: UY-CO (Playa Artilleros)"
L4530821,Playa Barra del Solís," country: UY, region: UY-CA (Playa Barra del Solís)"
L11071015,Playa Brava," country: UY, region: UY-MA (Playa Brava)"
L8054538,Playa Capurro," country: UY, region: UY-MO (Playa Capurro)"
L9055244,Playa Carrasco," country: UY, region: UY-MO (Playa Carrasco)"
L11548312,Playa El Emir," country: UY, region: UY-MA (Playa El Emir)"
L10216201,Playa Ferrando," country: UY, region: UY-CO (Playa Ferrando)"
L11059976,Playa La Coronilla," country: UY, region: UY-RO (Playa La Coronilla)"
L2761777,Playa La Coronilla," country: UY, region: UY-RO (Playa La Coronilla)"
L15839654,Playa La Mulata," country: UY, region: UY-MO (Playa La Mulata)"
L11034326,Playa La Olla," country: UY, region: UY-MA (Playa La Olla)"
L16612352,Playa Lamas," country: UY, region: UY-MA (Playa Lamas)"
L18784755,Playa Los Pinos," country: UY, region: UY-CO (Playa Los Pinos)"
L6643341,Playa Los Verdes," country: UY, region: UY-CO (Playa Los Verdes)"
L2761974,Playa Malvín," country: UY, region: UY-MO (Playa Malvín)"
L8494116,Península," country: UY, region: UY-MO (Playa Malvín)"
L11585538,Costa," country: UY, region: UY-SJ (Playa Pascual)"
L16318988,Lago Cantera," country: UY, region: UY-SJ (Playa Penino)"
L7887473,Laguna Este," country: UY, region: UY-SJ (Playa Penino)"
L18659570,Laguna Ruta 1," country: UY, region: UY-SJ (Playa Penino)"
L7907320,Playa Pinamar," country: UY, region: UY-CA (Playa Pinamar)"
L11035147,Playa San Antonio," country: UY, region: UY-RO (Playa San Antonio)"
L10090390,Playa San Luis," country: UY, region: UY-CA (Playa San Luis)"
L15217739,Playa Verde," country: UY, region: UY-MA (Playa Verde)"
L13786700,Playa de los Ingleses," country: UY, region: UY-MA (Playa de los Ingleses)"
L19074958,Villa Soriano," country: UY, region: UY-SO (Plaza Artigas)"
L12562287,Plaza Cagancha," country: UY, region: UY-MO (Plaza Cagancha)"
L2761788,"Plaza de Sauce, Canelones"," country: UY, region: UY-CA (Plaza de Sauce, Canelones)"
L20799117,Plazoleta Mercadillo De Sauce," country: UY, region: UY-MA (Plazoleta Mercadillo De Sauce)"
L15859123,Plazuela Roberto Ellis," country: UY, region: UY-MO (Plazuela Roberto Ellis)"
L2761807,Poblado Godoy," country: UY, region: UY-TA (Poblado Godoy)"
L2762136,"Polanco, Lavalleja"," country: UY, region: UY-LA (Polanco, Lavalleja)"
L17090812,José Ignacio," country: UY, region: UY-MA (Posada Hale Lau)"
L10497857,Posada La Casa de la Luna," country: UY, region: UY-RO (Posada La Casa de la Luna)"
L6074082,Posada Lunarejo," country: UY, region: UY-RV (Posada Lunarejo)"
L2761735,Posta del Chuy: Cerro Largo," country: UY, region: UY-CL (Posta del Chuy: Cerro Largo)"
L12784782, Tacuarembó," country: UY, region: UY-TA (Pozo Hondo)"
L2761882,Predio PROBIDES," country: UY, region: UY-RO (Predio PROBIDES)"
L9342332,Pueblo Edén," country: UY, region: UY-MA (Pueblo Edén)"
L8807732,Área General," country: UY, region: UY-MA (Pueblo Garzón)"
L20943474,Puente Arroyo Chamanga," country: UY, region: UY-FS (Puente Arroyo Chamanga)"
L10681466, Ruta 10," country: UY, region: UY-RO (Puente Arroyo Valizas)"
L17719486,19," country: UY, region: UY-RO (Puente Bañado Ruta 14)"
L8389034,Puente Catita," country: UY, region: UY-CO (Puente Catita)"
L17679874,Puente Pirarajá," country: UY, region: UY-LA (Puente Pirarajá)"
L11499518,Puente San Borja," country: UY, region: UY-FD (Puente San Borja)"
L5551068,Puertito del Buceo," country: UY, region: UY-MO (Puertito del Buceo)"
L11810608,Puerto Punta del Este," country: UY, region: UY-MA (Puerto Punta del Este)"
L2762123,Puerto de Piriápolis," country: UY, region: UY-MA (Puerto de Piriápolis)"
L2762246,Puerto de los Botes," country: UY, region: UY-RO (Puerto de los Botes)"
L5863102,Puimayén," country: UY, region: UY-RO (Puimayén)"
L847002,Punta Ballena," country: UY, region: UY-MA (Punta Ballena)"
L2762081,Punta Colorada," country: UY, region: UY-MA (Punta Colorada)"
L10341770,Playa Brava," country: UY, region: UY-MA (Punta Colorada)"
L6155110,Área general," country: UY, region: UY-MO (Punta Espinillo)"
L8920319,Punta Fría," country: UY, region: UY-MA (Punta Fría)"
L15682508,Punta Gomensoro," country: UY, region: UY-MO (Punta Gomensoro)"
L2762077,Área General," country: UY, region: UY-CO (Punta Gorda)"
L2763661,Punta Negra," country: UY, region: UY-MA (Punta Negra)"
L8384734,Punta Piedras y Camino de Acceso," country: UY, region: UY-CO (Punta Piedras y Camino de Acceso)"
L5186563,Punta Rubia," country: UY, region: UY-RO (Punta Rubia)"
L5683620,Punta Salinas," country: UY, region: UY-MA (Punta Salinas)"
L2761658,Punta Trouville," country: UY, region: UY-MO (Punta Trouville)"
L12968639,Punta de Muniz," country: UY, region: UY-TT (Punta de Muniz)"
L2762170,Punta del Chileno," country: UY, region: UY-MA (Punta del Chileno)"
L9381774,Área General," country: UY, region: UY-RO (Punta del Diablo)"
L4218146,Playa Brava," country: UY, region: UY-MA (Punta del Este)"
L604217,Área general," country: UY, region: UY-MA (Punta del Este)"
L10118142,Puntas de la Escobilla," country: UY, region: UY-FD (Puntas de la Escobilla)"
L2762067,"Quebracho, Cerro Largo"," country: UY, region: UY-CL (Quebracho, Cerro Largo)"
L2762250,"Quebracho, Forestal Oriental, Predio 3, El Carretón, Paysandú"," country: UY, region: UY-PA (Quebracho, Forestal Oriental, Predio 3, El Carretón, Paysandú)"
L2762025,"Quebracho, Predio 2 Forestal Oriental, Del Tajamar"," country: UY, region: UY-PA (Quebracho, Predio 2 Forestal Oriental, Del Tajamar)"
L10084952,Quinta Capurro," country: UY, region: UY-CA (Quinta Capurro)"
L9547116,Rafael Parazza," country: UY, region: UY-SJ (Rafael Parazza)"
L11487218,Rambla República Argentina," country: UY, region: UY-MO (Rambla República Argentina)"
L11175101,Rambla de los Vientos," country: UY, region: UY-MA (Rambla de los Vientos)"
L18739868,Rancho de la Almudena," country: UY, region: UY-MA (Rancho de la Almudena)"
L9686363,Refugio de Vida Silvestre," country: UY, region: UY-RN (Refugio de Vida Silvestre)"
L18304725,Refugio del Indio," country: UY, region: UY-MA (Refugio del Indio)"
L4047012,Represa de Cuñapirú," country: UY, region: UY-RV (Represa de Cuñapirú)"
L13694085,Represa de OSE Arroyo Sarandí," country: UY, region: UY-CA (Represa de OSE Arroyo Sarandí)"
L12439322,"Reserva ""Los Macuquitos""."," country: UY, region: UY-CO (Reserva ""Los Macuquitos"".)"
L1332484,Reserva Natural Playa Penino," country: UY, region: UY-SJ (Reserva Natural Playa Penino)"
L10282131,Reserva Natural Salus," country: UY, region: UY-LA (Reserva Natural Salus)"
L12756740,Camino del Gigante," country: UY, region: UY-CA (Reserva Natural)"
L2761602,RAUSA," country: UY, region: UY-MA (Reserva agua ex)"
L6954138,Rincón de Paiva," country: UY, region: UY-CL (Rincón de Paiva)"
L8180731,Rincón de Pando," country: UY, region: UY-CA (Rincón de Pando)"
L12429642,Rincón de Tranqueras," country: UY, region: UY-TA (Rincón de Tranqueras)"
L8793837,Rincón de los Ciervos," country: UY, region: UY-AR (Rincón de los Ciervos)"
L7765774,"Rincón del Bonete, Hotel (parque)"," country: UY, region: UY-TA (Rincón del Bonete, Hotel (parque))"
L2761857,Rincón del Chingolo," country: UY, region: UY-FD (Rincón del Chingolo)"
L12010345,Rincón del Pino," country: UY, region: UY-SJ (Rincón del Pino)"
L14489562, Punto a 10 km de la Ruta 4," country: UY, region: UY-SA (Rio Arapey Chico)"
L15631276,Rio Cebollati y Ruta 8," country: UY, region: UY-LA (Rio Cebollati y Ruta 8)"
L15503636,Rocas Parada 1," country: UY, region: UY-MA (Rocas Parada 1)"
L8851105,Ciudad," country: UY, region: UY-RO (Rocha)"
L11427412,Roquedal Península Punta del Este," country: UY, region: UY-MA (Roquedal Península Punta del Este)"
